activity_switch_rate,ao_busy_share,ao_event_share,arrival_model,arrivals,assigned_atomic_starts,atomic_activity_mode,atomic_duration_scale,automatic_atomic_transitions,busy_outside_availability_hours,case_handover_rate,completed_cases,completion_share,cycle_time_days,decision_reach_share,drl_assignments,drl_postponements,effective_capacity,effective_roster_seed,excluded_resources,fairness,first_offer_reach_share,max_resource_occupation,max_session_guard_forced_completions,max_session_guard_reached,max_sessions_per_work_item,median_sessions_per_work_item,missing_resource_starts,occupation,p95_cycle_days,policy,rare_personal_loan_work_items,rare_shortened_work_items,resources_evaluated,rolling_workload_std,seed,still_queued_at_end,time_to_decision_days,time_to_first_offer_days,unpermitted_activities,w_activity_switch_rate,w_busy_share,w_event_share,w_fairness,w_occupation,w_rolling_workload_std,withdrawals,zero_availability_resources
0.11665894346617238,0.0,0.803678319827041,mdn,4309,0,automatic,0.0,54089,74.7385580436111,0.5333213901827302,3161,0.7335808772336969,0.6866862149918201,0.5182176839173822,0,0,1,4000044,,0.0567318979348895,0.9735437456486423,0.4878,0,0,11,1.0,0,0.04098837895811453,3.445111268784722,parksong,0,0,139,0.02848060900495431,4000002,17,0.13670952565278713,9.908866308270427e-05,0,0.11665894346617238,1.0000000000000002,0.19632168017295898,0.0567318979348895,0.04098837895811453,0.02848060900495431,313,4
0.09978213507625272,0.0,0.8048314034242798,mdn,4541,0,automatic,0.0,57068,90.24907611833335,0.56626109832292,3385,0.7454305219114733,0.7104757304732446,0.5366659326139617,0,0,1,4000045,,0.05889816217420361,0.9801805769654262,0.5234,0,0,12,1.0,0,0.0434559573150534,3.767769342439772,parksong,0,0,134,0.028642479626091583,4000003,17,0.12289574320507816,9.704372293575308e-05,0,0.09978213507625272,1.0000000000000002,0.19516859657572014,0.05889816217420361,0.0434559573150534,0.028642479626091583,318,9
0.11042047531992688,0.0,0.8074492219212589,mdn,4199,0,automatic,0.0,52664,123.65295725638887,0.5189016362610495,3161,0.7527982853060252,0.6825267127767708,0.5482257680400096,0,0,1,4000046,,0.05328430205475907,0.9754703500833531,0.5144,0,0,10,1.0,0,0.03899306761015004,2.747213791284722,parksong,0,0,139,0.0287865151835468,4000004,12,0.1236206396949965,7.966901869032117e-05,0,0.11042047531992688,1.0,0.1925507780787411,0.05328430205475907,0.03899306761015004,0.0287865151835468,339,4
0.06102433708681439,0.0,0.8091814118292403,mdn,4348,0,automatic,0.0,54035,204.52245784222225,0.5702241808775628,3174,0.7299908003679852,0.7039317366143645,0.5223091076356946,8377,2711,1,4000043,,0.05026720615243343,0.9776908923643054,0.4482,0,0,11,1.0,0,0.03704041269443869,3.206297552678815,drl,0,0,132,0.03343700333697997,4000001,11,0.1489072351072857,0.00011160892765155477,0,0.06102433708681439,1.0,0.19081858817075972,0.05026720615243343,0.03704041269443869,0.03343700333697997,305,11
0.06019215186942933,0.0,0.8035323171000602,mdn,4309,0,automatic,0.0,54108,68.87763936361114,0.5506521350723602,3162,0.7338129496402878,0.6913711529350747,0.5182176839173822,8772,2277,1,4000044,,0.04985320635577868,0.9735437456486423,0.4601,0,0,11,1.0,0,0.035520653661885546,3.5530139253379542,drl,0,0,139,0.027945330407512146,4000002,17,0.13726583491037736,9.89223911209332e-05,0,0.06019215186942933,1.0,0.19646768289993974,0.04985320635577868,0.035520653661885546,0.027945330407512146,315,4
0.052321135991261605,0.0,0.8048708961164099,mdn,4541,0,automatic,0.0,57050,94.75854868111112,0.5859851607584501,3383,0.7449900902884827,0.7151709377487689,0.5364457168024664,9309,2994,1,4000045,,0.05330296279795055,0.9799603611539308,0.4247,0,0,12,1.0,0,0.04051727701111613,3.6522241939039297,drl,0,0,134,0.028004249426613687,4000003,18,0.12333726930447227,9.687655293643362e-05,0,0.052321135991261605,1.0,0.19512910388359006,0.05330296279795055,0.04051727701111613,0.028004249426613687,316,9
0.06656895077561989,0.0,0.8074240480870667,mdn,4199,0,automatic,0.0,52647,127.51918673444446,0.5406067458074242,3161,0.7527982853060252,0.6864916276072168,0.5484639199809478,8334,2093,1,4000046,,0.04742318720563118,0.9749940462014766,0.4063,0,0,10,1.0,0,0.03391377873070456,2.747213791284722,drl,0,0,139,0.02817717199516579,4000004,12,0.12421206784245792,7.938696489272921e-05,0,0.06656895077561989,0.9999999999999999,0.19257595191293325,0.04742318720563118,0.03391377873070456,0.02817717199516579,343,4
0.09894867037724181,0.0,0.8110679498225681,mdn,4348,0,automatic,0.0,54975,185.18076845805555,0.5861937452326468,3274,0.7529898804047838,0.7551756809736222,0.5402483900643974,0,0,1,4000043,,0.056063636363636364,0.9864305427782889,0.5728,0,0,11,1.0,0,0.04274425952859625,3.674400246333912,kbatch1,0,0,132,0.03647728421758705,4000001,15,0.19720717237099517,0.00010121200459238967,0,0.09894867037724181,1.0,0.18893205017743184,0.056063636363636364,0.04274425952859625,0.03647728421758705,641,11
0.09694729310756021,0.0,0.8064647315560526,mdn,4309,0,automatic,0.0,54946,76.68441199944441,0.5793178126691932,3264,0.7574843351125551,0.7420784843890774,0.5388721281039685,0,0,1,4000044,,0.05334552041819782,0.9816662798793223,0.5803,0,0,11,1.0,0,0.04018613924967911,3.761419167814814,kbatch1,0,0,139,0.028825952023604683,4000002,25,0.1859901797348331,9.132774648947115e-05,0,0.09694729310756021,1.0,0.1935352684439474,0.05334552041819782,0.04018613924967911,0.028825952023604683,645,4
0.07860262008733625,0.0,0.8073748011628544,mdn,4541,0,automatic,0.0,58267,81.32886586472222,0.6042350623768877,3521,0.7753798722748293,0.7910048082798316,0.5586875137634882,0,0,1,4000045,,0.061320895522388064,0.9881083461792557,0.5161,0,0,12,1.0,0,0.047647586938275206,4.00155918568287,kbatch1,0,0,134,0.03056215443865045,4000003,29,0.18480501944692168,9.301288214048403e-05,0,0.07860262008733625,0.9999999999999999,0.19262519883714552,0.061320895522388064,0.047647586938275206,0.03056215443865045,738,9
